time, bits
965000, 48
966000, 32
967000, 48
968000, 32
969000, 40
970000, 32
971000, 48
972000, 32
973000, 40
974000, 32
975000, 48
976000, 32
977000, 48
978000, 32
979000, 48
980000, 32
981000, 48
982000, 32
983000, 48
984000, 32
985000, 48
986000, 32
987000, 48
988000, 32
989000, 48
990000, 32
991000, 48
992000, 24
993000, 40
994000, 16
995000, 40
996000, 24
997000, 40
998000, 24
999000, 40
1e+06, 24
1.001e+06, 40
1.002e+06, 16
1.003e+06, 40
1.004e+06, 24
1.005e+06, 40
1.006e+06, 16
1.007e+06, 40
1.008e+06, 24
1.009e+06, 40
1.01e+06, 24
1.011e+06, 40
1.012e+06, 32
1.013e+06, 40
1.014e+06, 32
1.015e+06, 40
1.016e+06, 32
1.017e+06, 40
1.018e+06, 40
1.019e+06, 40
1.02e+06, 40
1.021e+06, 40
1.022e+06, 48
1.023e+06, 48
1.024e+06, 48
1.025e+06, 48
1.026e+06, 48
1.027e+06, 40
1.028e+06, 48
1.029e+06, 48
1.03e+06, 48
1.031e+06, 48
1.032e+06, 48
1.033e+06, 48
1.034e+06, 40
1.035e+06, 40
1.036e+06, 40
1.037e+06, 48
1.038e+06, 32
1.039e+06, 40
1.04e+06, 32
1.041e+06, 48
1.042e+06, 32
1.043e+06, 48
1.044e+06, 32
1.045e+06, 48
1.046e+06, 32
1.047e+06, 48
1.048e+06, 32
1.049e+06, 48
1.05e+06, 24
1.051e+06, 48
1.052e+06, 32
1.053e+06, 48
1.054e+06, 40
1.055e+06, 48
1.056e+06, 40
1.057e+06, 48
1.058e+06, 32
1.059e+06, 48
1.06e+06, 24
1.061e+06, 48
1.062e+06, 32
1.063e+06, 48
1.064e+06, 32
1.065e+06, 48
1.066e+06, 24
1.067e+06, 48
1.068e+06, 24
1.069e+06, 48
1.07e+06, 32
1.071e+06, 48
1.072e+06, 24
1.073e+06, 48
1.074e+06, 32
1.075e+06, 48
1.076e+06, 32
1.077e+06, 48
1.078e+06, 32
1.079e+06, 48
1.08e+06, 32
1.081e+06, 48
1.082e+06, 32
1.083e+06, 48
1.084e+06, 32
1.085e+06, 48
1.086e+06, 32
1.087e+06, 48
1.088e+06, 32
1.089e+06, 48
1.09e+06, 32
1.091e+06, 48
1.092e+06, 32
1.093e+06, 40
1.094e+06, 32
1.095e+06, 40
1.096e+06, 24
1.097e+06, 40
1.098e+06, 24
1.099e+06, 40
1.1e+06, 24
1.101e+06, 32
1.102e+06, 24
1.103e+06, 40
1.104e+06, 24
1.105e+06, 32
1.106e+06, 24
1.107e+06, 40
1.108e+06, 24
1.109e+06, 40
1.11e+06, 24
1.111e+06, 40
1.112e+06, 24
1.113e+06, 40
1.114e+06, 32
1.115e+06, 40
1.116e+06, 32
1.117e+06, 40
1.118e+06, 32
1.119e+06, 40
1.12e+06, 40
1.121e+06, 40
1.122e+06, 40
1.123e+06, 40
1.124e+06, 40
1.125e+06, 40
1.126e+06, 40
1.127e+06, 48
1.128e+06, 48
1.129e+06, 48
1.13e+06, 48
1.131e+06, 48
1.132e+06, 48
1.133e+06, 48
1.134e+06, 40
1.135e+06, 48
1.136e+06, 48
1.137e+06, 48
1.138e+06, 40
1.139e+06, 40
1.14e+06, 48
1.141e+06, 40
1.142e+06, 48
1.143e+06, 32
1.144e+06, 48
1.145e+06, 32
1.146e+06, 48
1.147e+06, 24
1.148e+06, 48
1.149e+06, 32
1.15e+06, 48
1.151e+06, 32
1.152e+06, 48
1.153e+06, 40
1.154e+06, 48
1.155e+06, 40
1.156e+06, 48
1.157e+06, 32
1.158e+06, 48
1.159e+06, 24
1.16e+06, 48
1.161e+06, 32
1.162e+06, 48
1.163e+06, 32
1.164e+06, 48
1.165e+06, 32
1.166e+06, 48
1.167e+06, 24
1.168e+06, 40
1.169e+06, 32
1.17e+06, 48
1.171e+06, 24
1.172e+06, 48
1.173e+06, 32
1.174e+06, 48
1.175e+06, 32
1.176e+06, 48
1.177e+06, 32
1.178e+06, 48
1.179e+06, 32
1.18e+06, 48
1.181e+06, 32
1.182e+06, 48
1.183e+06, 32
1.184e+06, 48
1.185e+06, 32
1.186e+06, 48
1.187e+06, 32
1.188e+06, 48
1.189e+06, 32
1.19e+06, 48
1.191e+06, 32
1.192e+06, 40
1.193e+06, 32
1.194e+06, 48
1.195e+06, 32
1.196e+06, 48
1.197e+06, 24
1.198e+06, 40
1.199e+06, 24
1.2e+06, 32
1.201e+06, 24
1.202e+06, 32
1.203e+06, 24
1.204e+06, 24
1.205e+06, 24
1.206e+06, 32
1.207e+06, 24
1.208e+06, 32
1.209e+06, 32
1.21e+06, 40
1.211e+06, 32
1.212e+06, 40
1.213e+06, 32
1.214e+06, 40
1.215e+06, 32
1.216e+06, 40
1.217e+06, 32
1.218e+06, 40
1.219e+06, 40
1.22e+06, 32
1.221e+06, 40
1.222e+06, 40
1.223e+06, 40
1.224e+06, 48
1.225e+06, 32
1.226e+06, 48
1.227e+06, 40
1.228e+06, 56
1.229e+06, 40
1.23e+06, 56
1.231e+06, 40
1.232e+06, 56
1.233e+06, 40
1.234e+06, 56
1.235e+06, 40
1.236e+06, 48
1.237e+06, 40
1.238e+06, 48
1.239e+06, 48
1.24e+06, 40
1.241e+06, 40
1.242e+06, 40
1.243e+06, 40
1.244e+06, 24
1.245e+06, 48
1.246e+06, 32
1.247e+06, 48
1.248e+06, 32
1.249e+06, 48
1.25e+06, 32
1.251e+06, 48
1.252e+06, 40
1.253e+06, 40
1.254e+06, 40
1.255e+06, 40
1.256e+06, 40
1.257e+06, 40
1.258e+06, 24
1.259e+06, 56
1.26e+06, 32
1.261e+06, 48
1.262e+06, 32
1.263e+06, 48
1.264e+06, 32
1.265e+06, 48
1.266e+06, 40
1.267e+06, 40
1.268e+06, 40
1.269e+06, 40
1.27e+06, 32
1.271e+06, 56
1.272e+06, 40
1.273e+06, 48
1.274e+06, 40
1.275e+06, 40
1.276e+06, 40
1.277e+06, 24
1.278e+06, 40
1.279e+06, 40
1.28e+06, 40
1.281e+06, 32
1.282e+06, 40
1.283e+06, 40
1.284e+06, 40
1.285e+06, 40
1.286e+06, 40
1.287e+06, 40
1.288e+06, 40
1.289e+06, 40
1.29e+06, 40
1.291e+06, 32
1.292e+06, 40
1.293e+06, 40
1.294e+06, 40
1.295e+06, 40
1.296e+06, 40
1.297e+06, 40
1.298e+06, 40
1.299e+06, 40
1.3e+06, 40
1.301e+06, 40
1.302e+06, 40
1.303e+06, 32
1.304e+06, 40
1.305e+06, 40
1.306e+06, 40
1.307e+06, 40
1.308e+06, 40
1.309e+06, 40
1.31e+06, 32
1.311e+06, 40
1.312e+06, 48
1.313e+06, 40
1.314e+06, 48
1.315e+06, 40
1.316e+06, 40
1.317e+06, 40
1.318e+06, 40
1.319e+06, 40
1.32e+06, 40
1.321e+06, 40
1.322e+06, 32
1.323e+06, 40
1.324e+06, 32
1.325e+06, 32
1.326e+06, 32
1.327e+06, 32
1.328e+06, 32
1.329e+06, 32
1.33e+06, 32
1.331e+06, 32
1.332e+06, 32
1.333e+06, 32
1.334e+06, 32
1.335e+06, 32
1.336e+06, 24
1.337e+06, 32
1.338e+06, 32
1.339e+06, 48
1.34e+06, 32
1.341e+06, 48
1.342e+06, 24
1.343e+06, 48
1.344e+06, 32
1.345e+06, 48
1.346e+06, 32
1.347e+06, 48
1.348e+06, 32
1.349e+06, 48
1.35e+06, 32
1.351e+06, 48
1.352e+06, 32
1.353e+06, 48
1.354e+06, 32
1.355e+06, 48
1.356e+06, 32
1.357e+06, 40
1.358e+06, 32
1.359e+06, 48
1.36e+06, 32
1.361e+06, 48
1.362e+06, 32
1.363e+06, 48
1.364e+06, 32
1.365e+06, 48
1.366e+06, 24
1.367e+06, 48
1.368e+06, 32
1.369e+06, 40
1.37e+06, 32
1.371e+06, 40
1.372e+06, 32
1.373e+06, 40
1.374e+06, 32
1.375e+06, 40
1.376e+06, 32
1.377e+06, 40
1.378e+06, 40
1.379e+06, 40
1.38e+06, 40
1.381e+06, 40
1.382e+06, 48
1.383e+06, 48
1.384e+06, 48
1.385e+06, 48
1.386e+06, 48
1.387e+06, 48
1.388e+06, 48
1.389e+06, 48
1.39e+06, 40
1.391e+06, 48
1.392e+06, 48
1.393e+06, 48
1.394e+06, 48
1.395e+06, 40
1.396e+06, 48
1.397e+06, 40
1.398e+06, 48
1.399e+06, 24
1.4e+06, 48
1.401e+06, 32
1.402e+06, 40
1.403e+06, 32
1.404e+06, 48
1.405e+06, 32
1.406e+06, 48
1.407e+06, 24
1.408e+06, 48
1.409e+06, 32
1.41e+06, 48
1.411e+06, 32
1.412e+06, 48
1.413e+06, 40
1.414e+06, 48
1.415e+06, 40
1.416e+06, 48
1.417e+06, 32
1.418e+06, 48
1.419e+06, 32
1.42e+06, 48
1.421e+06, 32
1.422e+06, 48
1.423e+06, 24
1.424e+06, 48
1.425e+06, 32
1.426e+06, 40
1.427e+06, 32
1.428e+06, 48
1.429e+06, 32
1.43e+06, 48
1.431e+06, 32
1.432e+06, 40
1.433e+06, 32
1.434e+06, 48
1.435e+06, 24
1.436e+06, 48
1.437e+06, 32
1.438e+06, 48
1.439e+06, 32
1.44e+06, 48
1.441e+06, 32
1.442e+06, 48
1.443e+06, 32
1.444e+06, 48
1.445e+06, 32
1.446e+06, 48
1.447e+06, 32
1.448e+06, 48
1.449e+06, 32
1.45e+06, 48
1.451e+06, 32
1.452e+06, 48
1.453e+06, 32
1.454e+06, 48
1.455e+06, 24
1.456e+06, 32
1.457e+06, 24
1.458e+06, 40
1.459e+06, 24
1.46e+06, 40
1.461e+06, 24
1.462e+06, 40
1.463e+06, 24
1.464e+06, 40
1.465e+06, 16
1.466e+06, 40
1.467e+06, 24
1.468e+06, 32
1.469e+06, 24
1.47e+06, 40
1.471e+06, 24
1.472e+06, 40
1.473e+06, 32
1.474e+06, 40
1.475e+06, 32
1.476e+06, 40
1.477e+06, 32
1.478e+06, 40
1.479e+06, 40
1.48e+06, 40
1.481e+06, 40
1.482e+06, 40
1.483e+06, 48
1.484e+06, 48
1.485e+06, 48
1.486e+06, 48
1.487e+06, 48
1.488e+06, 48
1.489e+06, 40
1.49e+06, 48
1.491e+06, 48
1.492e+06, 48
1.493e+06, 48
1.494e+06, 48
1.495e+06, 48
1.496e+06, 40
1.497e+06, 48
1.498e+06, 32
1.499e+06, 48
1.5e+06, 32
1.501e+06, 40
1.502e+06, 32
1.503e+06, 48
1.504e+06, 24
1.505e+06, 48
1.506e+06, 32
1.507e+06, 48
1.508e+06, 32
1.509e+06, 48
1.51e+06, 32
1.511e+06, 48
1.512e+06, 32
1.513e+06, 48
1.514e+06, 40
1.515e+06, 48
1.516e+06, 40
1.517e+06, 48
1.518e+06, 32
1.519e+06, 48
1.52e+06, 32
1.521e+06, 48
1.522e+06, 24
1.523e+06, 48
1.524e+06, 32
1.525e+06, 48
1.526e+06, 32
1.527e+06, 40
1.528e+06, 32
1.529e+06, 48
1.53e+06, 32
1.531e+06, 40
1.532e+06, 32
1.533e+06, 48
1.534e+06, 24
1.535e+06, 48
1.536e+06, 32
1.537e+06, 48
1.538e+06, 32
1.539e+06, 48
1.54e+06, 32
1.541e+06, 48
1.542e+06, 32
1.543e+06, 48
1.544e+06, 32
1.545e+06, 48
1.546e+06, 32
1.547e+06, 48
1.548e+06, 32
1.549e+06, 48
1.55e+06, 32
1.551e+06, 48
1.552e+06, 32
1.553e+06, 48
1.554e+06, 32
1.555e+06, 40
1.556e+06, 24
1.557e+06, 40
1.558e+06, 24
1.559e+06, 40
1.56e+06, 24
1.561e+06, 40
1.562e+06, 24
1.563e+06, 40
1.564e+06, 16
1.565e+06, 40
1.566e+06, 16
1.567e+06, 32
1.568e+06, 16
1.569e+06, 40
1.57e+06, 16
1.571e+06, 40
1.572e+06, 16
1.573e+06, 48
1.574e+06, 24
1.575e+06, 48
1.576e+06, 24
1.577e+06, 48
1.578e+06, 24
1.579e+06, 48
1.58e+06, 32
1.581e+06, 48
1.582e+06, 32
1.583e+06, 48
1.584e+06, 40
1.585e+06, 56
1.586e+06, 40
1.587e+06, 56
1.588e+06, 32
1.589e+06, 56
1.59e+06, 40
1.591e+06, 56
1.592e+06, 40
1.593e+06, 56
1.594e+06, 40
1.595e+06, 56
1.596e+06, 40
1.597e+06, 48
1.598e+06, 48
1.599e+06, 48
1.6e+06, 40
1.601e+06, 32
1.602e+06, 48
1.603e+06, 40
1.604e+06, 48
1.605e+06, 40
1.606e+06, 48
1.607e+06, 32
1.608e+06, 48
1.609e+06, 24
1.61e+06, 56
1.611e+06, 32
1.612e+06, 48
1.613e+06, 32
1.614e+06, 32
1.615e+06, 40
1.616e+06, 40
1.617e+06, 40
1.618e+06, 48
1.619e+06, 40
1.62e+06, 40
1.621e+06, 24
1.622e+06, 48
1.623e+06, 32
1.624e+06, 56
1.625e+06, 32
1.626e+06, 48
1.627e+06, 32
1.628e+06, 32
1.629e+06, 40
1.63e+06, 40
1.631e+06, 40
1.632e+06, 48
1.633e+06, 32
1.634e+06, 40
1.635e+06, 40
1.636e+06, 48
1.637e+06, 40
1.638e+06, 40
1.639e+06, 40
1.64e+06, 32
1.641e+06, 40
1.642e+06, 40
1.643e+06, 48
1.644e+06, 32
1.645e+06, 48
1.646e+06, 32
1.647e+06, 40
1.648e+06, 40
1.649e+06, 40
1.65e+06, 40
1.651e+06, 40
1.652e+06, 40
1.653e+06, 40
1.654e+06, 32
1.655e+06, 40
1.656e+06, 32
1.657e+06, 40
1.658e+06, 40
1.659e+06, 40
1.66e+06, 40
1.661e+06, 40
1.662e+06, 40
1.663e+06, 40
1.664e+06, 40
1.665e+06, 40
1.666e+06, 32
1.667e+06, 40
1.668e+06, 40
1.669e+06, 40
1.67e+06, 40
1.671e+06, 40
1.672e+06, 40
1.673e+06, 40
1.674e+06, 40
1.675e+06, 40
1.676e+06, 40
1.677e+06, 40
1.678e+06, 40
1.679e+06, 40
1.68e+06, 40
1.681e+06, 40
1.682e+06, 40
1.683e+06, 40
1.684e+06, 40
1.685e+06, 32
1.686e+06, 32
1.687e+06, 24
1.688e+06, 32
1.689e+06, 32
1.69e+06, 32
1.691e+06, 32
1.692e+06, 32
1.693e+06, 32
1.694e+06, 32
1.695e+06, 32
1.696e+06, 32
1.697e+06, 32
1.698e+06, 32
1.699e+06, 24
1.7e+06, 32
1.701e+06, 32
1.702e+06, 48
1.703e+06, 40
1.704e+06, 48
1.705e+06, 40
1.706e+06, 40
1.707e+06, 40
1.708e+06, 48
1.709e+06, 48
1.71e+06, 48
1.711e+06, 48
1.712e+06, 48
1.713e+06, 48
1.714e+06, 56
1.715e+06, 56
1.716e+06, 56
1.717e+06, 56
1.718e+06, 56
1.719e+06, 56
1.72e+06, 48
1.721e+06, 56
1.722e+06, 56
1.723e+06, 56
1.724e+06, 56
1.725e+06, 56
1.726e+06, 56
1.727e+06, 48
1.728e+06, 56
1.729e+06, 40
1.73e+06, 56
1.731e+06, 32
1.732e+06, 48
1.733e+06, 40
1.734e+06, 56
1.735e+06, 32
1.736e+06, 48
1.737e+06, 32
1.738e+06, 48
1.739e+06, 32
1.74e+06, 48
1.741e+06, 32
1.742e+06, 48
1.743e+06, 40
1.744e+06, 48
1.745e+06, 40
1.746e+06, 48
1.747e+06, 32
1.748e+06, 48
1.749e+06, 32
1.75e+06, 48
1.751e+06, 32
1.752e+06, 48
1.753e+06, 24
1.754e+06, 48
1.755e+06, 32
1.756e+06, 48
1.757e+06, 24
1.758e+06, 48
1.759e+06, 32
1.76e+06, 48
1.761e+06, 32
1.762e+06, 40
1.763e+06, 32
1.764e+06, 48
1.765e+06, 24
1.766e+06, 48
1.767e+06, 32
1.768e+06, 48
1.769e+06, 32
1.77e+06, 48
1.771e+06, 32
1.772e+06, 48
1.773e+06, 32
1.774e+06, 48
1.775e+06, 32
1.776e+06, 48
1.777e+06, 32
1.778e+06, 48
1.779e+06, 32
1.78e+06, 48
1.781e+06, 32
1.782e+06, 48
1.783e+06, 32
1.784e+06, 48
1.785e+06, 32
1.786e+06, 32
1.787e+06, 24
1.788e+06, 40
1.789e+06, 24
1.79e+06, 40
1.791e+06, 24
1.792e+06, 40
1.793e+06, 24
1.794e+06, 40
1.795e+06, 16
1.796e+06, 40
1.797e+06, 24
1.798e+06, 32
1.799e+06, 24
